member_id,membership_status,membership_date,membership_plan,membership_fee,gender,age_group,state,referral_source
493,downgrade,2022-05-01,BASIC,53,Male,18-24,Enugu,Facebook
494,new,2021-03-01,PRO,75,Female,18-24,Enugu,Facebook
494,upgrade,2021-09-01,MAX,109,Female,18-24,Enugu,Facebook
495,new,2022-10-01,BASIC,53,Male,18-24,Abuja,Display
496,new,2022-05-01,BASIC,53,Female,25-34,Lagos,Organic Search
497,new,2021-12-01,BASIC,43,Male,25-34,Abuja,Facebook
497,churn,2022-03-01,BASIC,53,Male,25-34,Abuja,Facebook
497,churn,2022-05-01,BASIC,53,Male,25-34,Abuja,Facebook
498,new,2022-06-01,MAX,119,Male,35-44,Abuja,Google Ads
498,downgrade,2022-08-01,BASIC,53,Male,35-44,Abuja,Google Ads
499,new,2021-04-01,PRO,75,Male,55-65,Portharcourt,Organic Search
499,downgrade,2021-06-01,BASIC,43,Male,55-65,Portharcourt,Organic Search
500,new,2020-01-01,MAX,99,Female,45-54,Abuja,Paid Search
500,downgrade,2021-04-01,PRO,75,Female,45-54,Abuja,Paid Search
500,churn,2021-10-01,PRO,75,Female,45-54,Abuja,Paid Search
501,new,2022-01-01,BASIC,53,Male,35-44,Abuja,Organic Search
501,churn,2022-04-01,BASIC,53,Male,35-44,Abuja,Organic Search
502,new,2020-11-01,PRO,65,Female,18-24,Lagos,Google Ads
502,downgrade,2021-01-01,BASIC,43,Female,18-24,Lagos,Google Ads
503,new,2022-03-01,BASIC,53,Male,18-24,Lagos,Google Ads
504,new,2022-10-01,PRO,85,Male,25-34,Lagos,Display
505,new,2022-08-01,MAX,119,Male,18-24,Portharcourt,Paid Search
505,downgrade,2022-09-01,BASIC,53,Male,18-24,Portharcourt,Paid Search
506,new,2020-04-01,BASIC,33,Male,18-24,Portharcourt,Facebook
506,upgrade,2021-06-01,MAX,109,Male,18-24,Portharcourt,Facebook
506,churn,2022-04-01,MAX,119,Male,18-24,Portharcourt,Facebook
507,new,2022-08-01,BASIC,53,Male,55-65,Lagos,Organic Search
508,new,2021-07-01,BASIC,43,Female,35-44,Lagos,Facebook
509,new,2022-05-01,PRO,85,Female,45-54,Abuja,Google Ads
509,downgrade,2022-07-01,BASIC,53,Female,45-54,Abuja,Google Ads
510,new,2020-10-01,PRO,65,Female,25-34,Lagos,Paid Search
510,upgrade,2021-02-01,MAX,109,Female,25-34,Lagos,Paid Search
510,churn,2021-03-01,PRO,75,Female,25-34,Lagos,Paid Search
511,new,2021-05-01,PRO,75,Female,35-44,Lagos,Paid Search
511,upgrade,2021-09-01,MAX,109,Female,35-44,Lagos,Paid Search
512,new,2020-02-01,PRO,65,Other,55-65,Abuja,Display
512,churn,2021-02-01,PRO,75,Other,55-65,Abuja,Display
513,new,2022-03-01,MAX,119,Other,45-54,Abuja,Paid Search
513,downgrade,2022-08-01,PRO,85,Other,45-54,Abuja,Paid Search
514,new,2021-11-01,MAX,109,Other,18-24,Portharcourt,Google Ads
514,downgrade,2022-05-01,PRO,85,Other,18-24,Portharcourt,Google Ads
515,new,2021-08-01,BASIC,43,Female,35-44,Lagos,Paid Search
515,upgrade,2021-11-01,MAX,109,Female,35-44,Lagos,Paid Search
516,new,2021-10-01,MAX,109,Female,55-65,Enugu,Unknown
516,downgrade,2022-06-01,BASIC,53,Female,55-65,Enugu,Unknown
517,new,2020-04-01,PRO,65,Male,45-54,Abuja,Google Ads
517,churn,2020-10-01,PRO,65,Male,45-54,Abuja,Google Ads
517,upgrade,2021-08-01,MAX,109,Male,45-54,Abuja,Google Ads
517,churn,2022-09-01,MAX,119,Male,45-54,Abuja,Google Ads
518,new,2020-06-01,BASIC,33,Male,35-44,Abuja,Google Ads
518,churn,2020-11-01,BASIC,33,Male,35-44,Abuja,Google Ads
519,new,2022-06-01,BASIC,53,Other,35-44,Portharcourt,Unknown
520,new,2020-06-01,BASIC,33,Male,45-54,Portharcourt,Unknown
520,upgrade,2021-01-01,PRO,75,Male,45-54,Portharcourt,Unknown
520,churn,2021-08-01,PRO,75,Male,45-54,Portharcourt,Unknown
521,new,2021-06-01,PRO,75,Female,18-24,Portharcourt,Google Ads
521,upgrade,2022-05-01,MAX,119,Female,18-24,Portharcourt,Google Ads
522,new,2022-05-01,PRO,85,Female,35-44,Lagos,Facebook
522,churn,2022-11-01,PRO,85,Female,35-44,Lagos,Facebook
523,new,2021-09-01,MAX,109,Female,55-65,Abuja,Paid Search
523,downgrade,2022-06-01,BASIC,53,Female,55-65,Abuja,Paid Search
524,new,2022-11-01,BASIC,53,Male,25-34,Portharcourt,Facebook
525,new,2021-11-01,BASIC,43,Female,25-34,Lagos,Google Ads
525,upgrade,2022-08-01,PRO,85,Female,25-34,Lagos,Google Ads
526,new,2021-04-01,BASIC,43,Male,35-44,Abuja,Google Ads
527,new,2020-03-01,MAX,99,Female,55-65,Abuja,Paid Search
527,downgrade,2021-01-01,BASIC,43,Female,55-65,Abuja,Paid Search
528,new,2021-01-01,MAX,109,Male,35-44,Lagos,Google Ads
528,downgrade,2022-06-01,BASIC,53,Male,35-44,Lagos,Google Ads
529,new,2020-06-01,BASIC,33,Male,25-34,Lagos,Google Ads
529,upgrade,2022-11-01,PRO,85,Male,25-34,Lagos,Google Ads
530,new,2021-07-01,BASIC,43,Female,25-34,Portharcourt,Google Ads
530,upgrade,2022-07-01,PRO,85,Female,25-34,Portharcourt,Google Ads
531,new,2021-05-01,MAX,109,Male,45-54,Enugu,Facebook
531,downgrade,2021-07-01,PRO,75,Male,45-54,Enugu,Facebook
532,new,2021-03-01,PRO,75,Female,25-34,Enugu,Google Ads
532,upgrade,2022-03-01,MAX,119,Female,25-34,Enugu,Google Ads
533,new,2021-11-01,BASIC,43,Male,18-24,Enugu,Paid Search
534,new,2022-06-01,BASIC,53,Female,18-24,Enugu,Unknown
535,new,2020-01-01,BASIC,33,Male,18-24,Portharcourt,Organic Search
535,churn,2021-02-01,BASIC,43,Male,18-24,Portharcourt,Organic Search
536,new,2021-12-01,BASIC,43,Male,18-24,Abuja,Organic Search
537,new,2021-11-01,PRO,75,Female,35-44,Lagos,Google Ads
538,new,2022-07-01,BASIC,53,Female,55-65,Enugu,Facebook
539,new,2021-09-01,MAX,109,Female,25-34,Enugu,Google Ads
539,downgrade,2022-05-01,PRO,85,Female,25-34,Enugu,Google Ads
540,new,2021-06-01,PRO,75,Male,45-54,Enugu,Google Ads
540,downgrade,2022-01-01,BASIC,53,Male,45-54,Enugu,Google Ads
541,new,2021-04-01,MAX,109,Female,55-65,Lagos,Facebook
541,downgrade,2022-10-01,BASIC,53,Female,55-65,Lagos,Facebook
542,new,2022-04-01,BASIC,53,Male,18-24,Abuja,Paid Search
543,new,2022-12-01,PRO,85,Female,45-54,Enugu,Google Ads
544,new,2022-05-01,BASIC,53,Male,55-65,Lagos,Facebook
545,new,2020-04-01,MAX,99,Other,18-24,Portharcourt,Google Ads
545,downgrade,2021-02-01,BASIC,43,Other,18-24,Portharcourt,Google Ads
546,new,2022-01-01,BASIC,53,Female,45-54,Portharcourt,Organic Search
546,churn,2022-07-01,BASIC,53,Female,45-54,Portharcourt,Organic Search
547,new,2021-11-01,BASIC,43,Female,18-24,Abuja,Google Ads
547,churn,2022-10-01,BASIC,53,Female,18-24,Abuja,Google Ads
548,new,2021-07-01,BASIC,43,Male,18-24,Enugu,Paid Search
548,upgrade,2022-03-01,MAX,119,Male,18-24,Enugu,Paid Search
549,new,2021-01-01,BASIC,43,Male,25-34,Enugu,Organic Search
550,new,2022-05-01,BASIC,53,Female,18-24,Enugu,Tv
551,new,2020-04-01,PRO,65,Male,18-24,Abuja,Google Ads
551,upgrade,2020-10-01,MAX,99,Male,18-24,Abuja,Google Ads
551,churn,2021-08-01,MAX,109,Male,18-24,Abuja,Google Ads
552,new,2021-01-01,PRO,75,Male,45-54,Enugu,Display
552,downgrade,2021-12-01,BASIC,43,Male,45-54,Enugu,Display
553,new,2021-06-01,PRO,75,Female,45-54,Lagos,Google Ads
553,upgrade,2021-09-01,MAX,109,Female,45-54,Lagos,Google Ads
553,churn,2022-06-01,MAX,119,Female,45-54,Lagos,Google Ads
554,new,2020-12-01,BASIC,33,Female,55-65,Enugu,Display
554,churn,2021-04-01,BASIC,43,Female,55-65,Enugu,Display
555,new,2021-03-01,BASIC,43,Male,55-65,Lagos,Google Ads
555,upgrade,2022-03-01,MAX,119,Male,55-65,Lagos,Google Ads
556,new,2021-08-01,PRO,75,Other,55-65,Portharcourt,Unknown
556,churn,2022-02-01,PRO,85,Other,55-65,Portharcourt,Unknown
557,new,2021-07-01,MAX,109,Female,35-44,Abuja,Google Ads
557,downgrade,2022-05-01,BASIC,53,Female,35-44,Abuja,Google Ads
558,new,2020-03-01,PRO,65,Female,35-44,Lagos,Organic Search
558,upgrade,2021-11-01,MAX,109,Female,35-44,Lagos,Organic Search
558,churn,2022-08-01,MAX,119,Female,35-44,Lagos,Organic Search
559,new,2021-05-01,BASIC,43,Male,45-54,Lagos,Facebook
559,churn,2021-11-01,BASIC,43,Male,45-54,Lagos,Facebook
560,new,2022-06-01,MAX,119,Male,45-54,Lagos,Unknown
561,new,2022-07-01,PRO,85,Male,35-44,Portharcourt,Google Ads
562,new,2021-11-01,MAX,109,Female,25-34,Lagos,Google Ads
562,downgrade,2022-10-01,PRO,85,Female,25-34,Lagos,Google Ads
563,new,2021-06-01,MAX,109,Male,45-54,Portharcourt,Google Ads
564,new,2021-09-01,MAX,109,Female,45-54,Lagos,Facebook
565,new,2022-07-01,PRO,85,Female,55-65,Lagos,Google Ads
566,new,2020-08-01,BASIC,33,Male,25-34,Lagos,Unknown
566,upgrade,2021-01-01,PRO,75,Male,25-34,Lagos,Unknown
566,churn,2021-08-01,BASIC,43,Male,25-34,Lagos,Unknown
567,new,2022-09-01,BASIC,53,Female,55-65,Abuja,Google Ads
568,new,2022-06-01,PRO,85,Female,25-34,Enugu,Paid Search
569,new,2020-09-01,PRO,65,Female,55-65,Lagos,Google Ads
569,upgrade,2020-12-01,MAX,99,Female,55-65,Lagos,Google Ads
569,churn,2021-05-01,MAX,109,Female,55-65,Lagos,Google Ads
570,new,2022-11-01,PRO,85,Male,35-44,Portharcourt,Unknown
571,new,2022-09-01,BASIC,53,Female,18-24,Enugu,Facebook
572,new,2022-07-01,MAX,119,Female,25-34,Lagos,Google Ads
573,new,2022-03-01,PRO,85,Female,35-44,Enugu,Google Ads
574,new,2022-05-01,BASIC,53,Female,45-54,Abuja,Google Ads
574,upgrade,2022-08-01,PRO,85,Female,45-54,Abuja,Google Ads
575,new,2020-02-01,PRO,65,Female,55-65,Abuja,Facebook
575,upgrade,2022-04-01,MAX,119,Female,55-65,Abuja,Facebook
576,new,2022-11-01,BASIC,53,Female,45-54,Lagos,Unknown
577,new,2022-03-01,BASIC,53,Female,18-24,Lagos,Facebook
578,new,2022-07-01,BASIC,53,Female,18-24,Enugu,Facebook
578,upgrade,2022-11-01,MAX,119,Female,18-24,Enugu,Facebook
579,new,2021-07-01,PRO,75,Female,55-65,Lagos,Display
579,upgrade,2022-05-01,MAX,119,Female,55-65,Lagos,Display
579,churn,2022-06-01,PRO,85,Female,55-65,Lagos,Display
580,new,2022-11-01,MAX,119,Female,25-34,Abuja,Facebook
581,new,2022-03-01,MAX,119,Male,18-24,Enugu,Google Ads
582,new,2021-07-01,BASIC,43,Male,35-44,Enugu,Tv
583,new,2020-11-01,PRO,65,Male,45-54,Lagos,Unknown
583,downgrade,2021-10-01,BASIC,43,Male,45-54,Lagos,Unknown
584,new,2020-11-01,PRO,65,Male,25-34,Abuja,Google Ads
584,downgrade,2022-06-01,BASIC,53,Male,25-34,Abuja,Google Ads
585,new,2022-11-01,MAX,119,Female,25-34,Abuja,Facebook
586,new,2020-02-01,BASIC,33,Male,18-24,Enugu,Facebook
586,upgrade,2020-08-01,MAX,99,Male,18-24,Enugu,Facebook
587,new,2021-03-01,BASIC,43,Male,35-44,Lagos,Tv
587,upgrade,2022-03-01,PRO,85,Male,35-44,Lagos,Tv
588,new,2020-04-01,MAX,99,Other,45-54,Lagos,Google Ads
588,downgrade,2021-11-01,PRO,75,Other,45-54,Lagos,Google Ads
589,new,2022-08-01,MAX,119,Female,45-54,Abuja,Google Ads
590,new,2020-04-01,BASIC,33,Male,18-24,Lagos,Google Ads
591,new,2020-06-01,BASIC,33,Female,18-24,Lagos,Google Ads
591,upgrade,2022-05-01,PRO,85,Female,18-24,Lagos,Google Ads
592,new,2020-12-01,MAX,99,Female,35-44,Enugu,Google Ads
592,downgrade,2022-01-01,BASIC,53,Female,35-44,Enugu,Google Ads
593,new,2022-02-01,BASIC,53,Female,18-24,Portharcourt,Facebook
594,new,2020-05-01,MAX,99,Male,55-65,Lagos,Tv
594,downgrade,2020-11-01,BASIC,33,Male,55-65,Lagos,Tv
594,churn,2021-04-01,BASIC,43,Male,55-65,Lagos,Tv
595,new,2021-05-01,BASIC,43,Female,55-65,Portharcourt,Facebook
596,new,2020-01-01,PRO,65,Male,18-24,Abuja,Google Ads
596,churn,2020-04-01,PRO,65,Male,18-24,Abuja,Google Ads
596,churn,2021-01-01,PRO,75,Male,18-24,Abuja,Google Ads
597,new,2020-01-01,BASIC,33,Male,45-54,Lagos,Facebook
597,churn,2020-10-01,BASIC,33,Male,45-54,Lagos,Facebook
598,new,2021-04-01,MAX,109,Female,35-44,Portharcourt,Google Ads
599,new,2021-12-01,PRO,75,Female,55-65,Portharcourt,Unknown
599,upgrade,2022-07-01,MAX,119,Female,55-65,Portharcourt,Unknown
599,churn,2022-07-01,PRO,85,Female,55-65,Portharcourt,Unknown
600,new,2021-07-01,BASIC,43,Female,35-44,Abuja,Display
601,new,2021-03-01,PRO,75,Female,55-65,Enugu,Display
601,downgrade,2021-06-01,BASIC,43,Female,55-65,Enugu,Display
602,new,2020-06-01,PRO,65,Female,25-34,Enugu,Google Ads
602,downgrade,2020-09-01,BASIC,33,Female,25-34,Enugu,Google Ads
603,new,2020-02-01,PRO,65,Male,35-44,Portharcourt,Paid Search
603,upgrade,2022-02-01,MAX,119,Male,35-44,Portharcourt,Paid Search
603,churn,2022-10-01,MAX,119,Male,35-44,Portharcourt,Paid Search
604,new,2021-06-01,BASIC,43,Female,18-24,Enugu,Bing
605,new,2020-12-01,PRO,65,Other,18-24,Enugu,Facebook
605,downgrade,2021-01-01,BASIC,43,Other,18-24,Enugu,Facebook
606,new,2020-05-01,PRO,65,Female,35-44,Abuja,Organic Search
606,downgrade,2021-02-01,BASIC,43,Female,35-44,Abuja,Organic Search
606,churn,2021-10-01,BASIC,43,Female,35-44,Abuja,Organic Search
607,new,2022-09-01,MAX,119,Female,18-24,Enugu,Facebook
608,new,2022-07-01,BASIC,53,Female,45-54,Abuja,Google Ads
609,new,2020-01-01,PRO,65,Female,55-65,Abuja,Paid Search
609,upgrade,2020-04-01,MAX,99,Female,55-65,Abuja,Paid Search
610,new,2020-07-01,BASIC,33,Other,45-54,Portharcourt,Google Ads
611,new,2022-07-01,BASIC,53,Female,25-34,Portharcourt,Google Ads
612,new,2022-06-01,BASIC,53,Female,55-65,Abuja,Paid Search
613,new,2021-06-01,BASIC,43,Male,18-24,Portharcourt,Facebook
613,upgrade,2022-11-01,PRO,85,Male,18-24,Portharcourt,Facebook
614,new,2020-02-01,MAX,99,Female,35-44,Lagos,Facebook
614,downgrade,2020-12-01,PRO,65,Female,35-44,Lagos,Facebook
615,new,2021-06-01,MAX,109,Other,45-54,Portharcourt,Organic Search
615,downgrade,2022-11-01,PRO,85,Other,45-54,Portharcourt,Organic Search
616,new,2022-04-01,PRO,85,Other,35-44,Abuja,Google Ads
617,new,2021-10-01,PRO,75,Male,18-24,Enugu,Display
618,new,2021-11-01,BASIC,43,Male,18-24,Lagos,Facebook
618,churn,2022-06-01,BASIC,53,Male,18-24,Lagos,Facebook
619,new,2021-03-01,PRO,75,Female,18-24,Lagos,Tv
619,upgrade,2022-09-01,MAX,119,Female,18-24,Lagos,Tv
620,new,2022-12-01,PRO,85,Male,35-44,Enugu,Organic Search
621,new,2022-12-01,MAX,119,Female,45-54,Portharcourt,Facebook
622,new,2021-03-01,PRO,75,Female,55-65,Enugu,Google Ads
622,upgrade,2022-04-01,MAX,119,Female,55-65,Enugu,Google Ads
623,new,2020-08-01,BASIC,33,Female,18-24,Abuja,Facebook
624,new,2022-10-01,PRO,85,Male,25-34,Abuja,Organic Search
625,new,2022-05-01,PRO,85,Female,45-54,Lagos,Organic Search
625,upgrade,2022-10-01,MAX,119,Female,45-54,Lagos,Organic Search
626,new,2021-10-01,BASIC,43,Female,35-44,Lagos,Paid Search
627,new,2022-07-01,BASIC,53,Female,25-34,Portharcourt,Facebook
628,new,2021-11-01,BASIC,43,Female,45-54,Lagos,Facebook
628,upgrade,2022-10-01,MAX,119,Female,45-54,Lagos,Facebook
628,churn,2022-10-01,BASIC,53,Female,45-54,Lagos,Facebook
629,new,2021-10-01,PRO,75,Male,25-34,Lagos,Facebook
629,downgrade,2022-07-01,BASIC,53,Male,25-34,Lagos,Facebook
630,new,2021-05-01,BASIC,43,Female,18-24,Portharcourt,Unknown
630,upgrade,2021-11-01,MAX,109,Female,18-24,Portharcourt,Unknown
631,new,2020-04-01,BASIC,33,Male,18-24,Enugu,Facebook
631,upgrade,2021-12-01,PRO,75,Male,18-24,Enugu,Facebook
631,churn,2022-03-01,PRO,85,Male,18-24,Enugu,Facebook
632,new,2022-04-01,PRO,85,Male,35-44,Portharcourt,Google Ads
632,downgrade,2022-06-01,BASIC,53,Male,35-44,Portharcourt,Google Ads
633,new,2022-01-01,BASIC,53,Female,45-54,Portharcourt,Facebook
633,churn,2022-08-01,BASIC,53,Female,45-54,Portharcourt,Facebook
634,new,2021-12-01,BASIC,43,Female,18-24,Lagos,Google Ads
634,upgrade,2022-04-01,PRO,85,Female,18-24,Lagos,Google Ads
635,new,2021-07-01,BASIC,43,Male,55-65,Portharcourt,Google Ads
635,churn,2022-06-01,BASIC,53,Male,55-65,Portharcourt,Google Ads
636,new,2020-04-01,PRO,65,Female,25-34,Portharcourt,Organic Search
636,upgrade,2020-09-01,MAX,99,Female,25-34,Portharcourt,Organic Search
636,churn,2021-02-01,MAX,109,Female,25-34,Portharcourt,Organic Search
637,new,2020-12-01,MAX,99,Female,18-24,Lagos,Google Ads
637,downgrade,2021-12-01,BASIC,43,Female,18-24,Lagos,Google Ads
638,new,2021-10-01,PRO,75,Other,25-34,Abuja,Google Ads
638,downgrade,2022-08-01,BASIC,53,Other,25-34,Abuja,Google Ads
639,new,2021-10-01,PRO,75,Male,25-34,Portharcourt,Google Ads
639,downgrade,2022-02-01,BASIC,53,Male,25-34,Portharcourt,Google Ads
640,new,2021-05-01,PRO,75,Male,45-54,Enugu,Google Ads
640,upgrade,2021-11-01,MAX,109,Male,45-54,Enugu,Google Ads
641,new,2021-08-01,BASIC,43,Male,35-44,Lagos,Facebook
641,churn,2022-06-01,BASIC,53,Male,35-44,Lagos,Facebook
642,new,2020-12-01,PRO,65,Female,18-24,Portharcourt,Facebook
642,upgrade,2021-07-01,MAX,109,Female,18-24,Portharcourt,Facebook
643,new,2022-07-01,MAX,119,Male,35-44,Lagos,Google Ads
644,new,2021-11-01,BASIC,43,Female,18-24,Lagos,Facebook
645,new,2020-06-01,BASIC,33,Female,25-34,Lagos,Google Ads
646,new,2021-12-01,PRO,75,Female,18-24,Abuja,Unknown
647,new,2021-03-01,MAX,109,Other,35-44,Lagos,Facebook
647,downgrade,2022-03-01,PRO,85,Other,35-44,Lagos,Facebook
648,new,2022-05-01,PRO,85,Female,45-54,Lagos,Facebook
648,upgrade,2022-11-01,MAX,119,Female,45-54,Lagos,Facebook
649,new,2021-10-01,PRO,75,Female,35-44,Lagos,Google Ads
649,upgrade,2022-09-01,MAX,119,Female,35-44,Lagos,Google Ads
650,new,2020-05-01,PRO,65,Female,55-65,Lagos,Organic Search
650,upgrade,2020-10-01,MAX,99,Female,55-65,Lagos,Organic Search
651,new,2020-09-01,BASIC,33,Other,25-34,Lagos,Google Ads
651,upgrade,2022-04-01,PRO,85,Other,25-34,Lagos,Google Ads
652,new,2020-04-01,BASIC,33,Male,55-65,Portharcourt,Unknown
652,upgrade,2021-05-01,MAX,109,Male,55-65,Portharcourt,Unknown
652,churn,2022-04-01,MAX,119,Male,55-65,Portharcourt,Unknown
653,new,2021-06-01,PRO,75,Female,45-54,Lagos,Google Ads
653,churn,2022-06-01,PRO,85,Female,45-54,Lagos,Google Ads
654,new,2020-08-01,BASIC,33,Female,25-34,Lagos,Organic Search
654,upgrade,2020-11-01,MAX,99,Female,25-34,Lagos,Organic Search
655,new,2020-09-01,BASIC,33,Male,55-65,Lagos,Google Ads
656,new,2020-08-01,BASIC,33,Female,18-24,Lagos,Google Ads
656,churn,2021-04-01,BASIC,43,Female,18-24,Lagos,Google Ads
657,new,2021-02-01,MAX,109,Female,55-65,Lagos,Bing
657,downgrade,2022-10-01,BASIC,53,Female,55-65,Lagos,Bing
658,new,2020-11-01,BASIC,33,Male,55-65,Portharcourt,Unknown
658,churn,2021-05-01,BASIC,43,Male,55-65,Portharcourt,Unknown
659,new,2021-04-01,PRO,75,Male,18-24,Enugu,Facebook
659,downgrade,2022-09-01,BASIC,53,Male,18-24,Enugu,Facebook
660,new,2022-06-01,BASIC,53,Female,18-24,Lagos,Facebook
661,new,2020-11-01,BASIC,33,Female,18-24,Portharcourt,Paid Search
661,churn,2021-05-01,BASIC,43,Female,18-24,Portharcourt,Paid Search
662,new,2020-01-01,BASIC,33,Male,18-24,Portharcourt,Facebook
662,churn,2021-02-01,BASIC,43,Male,18-24,Portharcourt,Facebook
663,new,2021-05-01,PRO,75,Female,45-54,Enugu,Google Ads
663,upgrade,2022-03-01,MAX,119,Female,45-54,Enugu,Google Ads
664,new,2021-03-01,BASIC,43,Male,35-44,Lagos,Google Ads
665,new,2021-10-01,MAX,109,Male,18-24,Lagos,Paid Search
665,downgrade,2022-04-01,BASIC,53,Male,18-24,Lagos,Paid Search
666,new,2021-01-01,PRO,75,Female,18-24,Lagos,Organic Search
666,upgrade,2022-07-01,MAX,119,Female,18-24,Lagos,Organic Search
667,new,2022-06-01,PRO,85,Male,25-34,Enugu,Unknown
668,new,2022-01-01,PRO,85,Male,55-65,Lagos,Facebook
669,new,2021-02-01,BASIC,43,Male,25-34,Abuja,Google Ads
669,churn,2022-01-01,BASIC,53,Male,25-34,Abuja,Google Ads
670,new,2021-10-01,PRO,75,Male,18-24,Enugu,Google Ads
670,downgrade,2022-07-01,BASIC,53,Male,18-24,Enugu,Google Ads
671,new,2022-01-01,BASIC,53,Male,35-44,Lagos,Google Ads
672,new,2020-05-01,BASIC,33,Male,45-54,Portharcourt,Facebook
672,upgrade,2022-07-01,MAX,119,Male,45-54,Portharcourt,Facebook
673,new,2020-08-01,MAX,99,Female,35-44,Enugu,Google Ads
673,downgrade,2022-02-01,BASIC,53,Female,35-44,Enugu,Google Ads
674,new,2021-05-01,PRO,75,Female,35-44,Abuja,Google Ads
674,upgrade,2021-08-01,MAX,109,Female,35-44,Abuja,Google Ads
674,churn,2022-03-01,MAX,119,Female,35-44,Abuja,Google Ads
675,new,2022-04-01,PRO,85,Male,18-24,Abuja,Google Ads
675,downgrade,2022-09-01,BASIC,53,Male,18-24,Abuja,Google Ads
676,new,2021-11-01,BASIC,43,Female,45-54,Enugu,Facebook
676,upgrade,2022-06-01,PRO,85,Female,45-54,Enugu,Facebook
676,churn,2022-06-01,BASIC,53,Female,45-54,Enugu,Facebook
677,new,2022-11-01,PRO,85,Male,55-65,Lagos,Paid Search
678,new,2020-03-01,MAX,99,Female,35-44,Enugu,Tv
678,downgrade,2021-07-01,PRO,75,Female,35-44,Enugu,Tv
679,new,2021-08-01,BASIC,43,Male,45-54,Lagos,Google Ads
680,new,2021-05-01,PRO,75,Female,35-44,Abuja,Unknown
680,downgrade,2022-01-01,BASIC,53,Female,35-44,Abuja,Unknown
680,churn,2022-04-01,BASIC,53,Female,35-44,Abuja,Unknown
681,new,2022-05-01,BASIC,53,Male,18-24,Enugu,Facebook
682,new,2020-07-01,PRO,65,Male,25-34,Lagos,Paid Search
682,churn,2021-08-01,PRO,75,Male,25-34,Lagos,Paid Search
683,new,2021-03-01,BASIC,43,Female,45-54,Enugu,Facebook
684,new,2020-07-01,PRO,65,Male,45-54,Enugu,Google Ads
684,upgrade,2020-10-01,MAX,99,Male,45-54,Enugu,Google Ads
685,new,2022-08-01,PRO,85,Male,35-44,Lagos,Facebook
685,downgrade,2022-11-01,BASIC,53,Male,35-44,Lagos,Facebook
686,new,2020-07-01,MAX,99,Female,25-34,Lagos,Tv
686,downgrade,2021-05-01,BASIC,43,Female,25-34,Lagos,Tv
687,new,2021-12-01,BASIC,43,Female,18-24,Lagos,Google Ads
688,new,2020-01-01,PRO,65,Female,45-54,Portharcourt,Bing
688,upgrade,2022-10-01,MAX,119,Female,45-54,Portharcourt,Bing
689,new,2022-12-01,PRO,85,Female,45-54,Lagos,Paid Search
690,new,2022-02-01,MAX,119,Female,18-24,Lagos,Google Ads
690,churn,2022-08-01,MAX,119,Female,18-24,Lagos,Google Ads
691,new,2021-02-01,BASIC,43,Female,55-65,Abuja,Paid Search
691,churn,2021-12-01,BASIC,43,Female,55-65,Abuja,Paid Search
692,new,2022-01-01,PRO,85,Male,25-34,Portharcourt,Google Ads
692,upgrade,2022-08-01,MAX,119,Male,25-34,Portharcourt,Google Ads
693,new,2022-12-01,PRO,85,Female,45-54,Portharcourt,Google Ads
694,new,2021-05-01,BASIC,43,Male,55-65,Lagos,Facebook
694,upgrade,2022-03-01,PRO,85,Male,55-65,Lagos,Facebook
695,new,2022-08-01,BASIC,53,Male,45-54,Enugu,Facebook
696,new,2020-03-01,MAX,99,Male,55-65,Lagos,Facebook
696,downgrade,2021-09-01,BASIC,43,Male,55-65,Lagos,Facebook
696,churn,2022-01-01,BASIC,53,Male,55-65,Lagos,Facebook
697,new,2021-02-01,BASIC,43,Other,18-24,Lagos,Facebook
698,new,2022-05-01,BASIC,53,Female,55-65,Portharcourt,Google Ads
699,new,2021-05-01,MAX,109,Female,55-65,Lagos,Google Ads
699,downgrade,2022-04-01,PRO,85,Female,55-65,Lagos,Google Ads
700,new,2021-07-01,MAX,109,Female,35-44,Lagos,Facebook
700,downgrade,2022-07-01,BASIC,53,Female,35-44,Lagos,Facebook
701,new,2020-12-01,PRO,65,Female,25-34,Portharcourt,Organic Search
701,churn,2021-10-01,PRO,75,Female,25-34,Portharcourt,Organic Search
702,new,2022-09-01,BASIC,53,Female,25-34,Lagos,Facebook
703,new,2022-06-01,MAX,119,Male,35-44,Lagos,Unknown
704,new,2021-12-01,PRO,75,Female,55-65,Lagos,Google Ads
705,new,2022-03-01,PRO,85,Female,25-34,Lagos,Paid Search
706,new,2021-06-01,BASIC,43,Female,55-65,Abuja,Facebook
707,new,2020-12-01,PRO,65,Male,35-44,Abuja,Google Ads
707,upgrade,2021-06-01,MAX,109,Male,35-44,Abuja,Google Ads
707,churn,2021-10-01,MAX,109,Male,35-44,Abuja,Google Ads
708,new,2022-08-01,BASIC,53,Female,25-34,Enugu,Google Ads
709,new,2021-12-01,PRO,75,Male,18-24,Portharcourt,Facebook
709,upgrade,2022-08-01,MAX,119,Male,18-24,Portharcourt,Facebook
710,new,2022-06-01,BASIC,53,Female,35-44,Portharcourt,Google Ads
711,new,2020-10-01,BASIC,33,Female,25-34,Portharcourt,Google Ads
712,new,2021-07-01,BASIC,43,Female,18-24,Portharcourt,Unknown
712,churn,2022-07-01,BASIC,53,Female,18-24,Portharcourt,Unknown
713,new,2022-06-01,MAX,119,Female,45-54,Abuja,Paid Search
714,new,2020-03-01,PRO,65,Male,25-34,Lagos,Google Ads
